"Unix time","Rel. Time","Beam Current (mA)","Counts 34","Counts 35","Current 34 (mA)","Current 35 (mA)","Time 34 (ps)","Accuracy 45 (ps)","Time 35 (ps)","Accuracy 35 (ps)"
1479327076,1480,1.328,0.039795115913743,1.28,0.040062107634063,1.28793789236594,429.41647959708,0.949452454395475,427.097431257622,0.326795648275603
1479327137,1541,1.3205,0.041432628672095,1.27,0.041695171472036,1.27880482852796,431.438743199891,0.875138155863569,428.319745173312,0.432692231733943
1479327198,1602,1.3145,0.040076603439192,1.27,0.040334040373607,1.27416595962639,429.202482390579,0.887347310946594,427.936904715608,0.402492631542679
1479327260,1664,1.3085,0.040421920763677,1.26,0.040679332136532,1.26782066786347,431.92469719304,0.75303153424977,427.933037597569,0.48284001034296
1479327321,1725,1.3,0.040499521554282,1.25,0.040777598907264,1.25922240109274,433.684464231277,0.757351949798121,429.610248872763,0.400929056502381
1479327382,1786,1.2925,0.039641448809698,1.24,0.03988904401499,1.25261095598501,430.700762580969,0.890574466339292,428.449084845468,0.357835895818981
1479327444,1848,1.2865,0.039697785986857,1.24,0.039964302371251,1.24653569762875,431.256627720288,0.867753246625405,427.737394333036,0.389457883498449
1479327505,1909,1.279,0.039499681489649,1.23,0.039755856677846,1.23924414332215,429.627458643608,0.818014769950124,427.797734422455,0.365394369985945
1479327567,1971,1.2705,0.039085086206897,1.22,0.039351142577277,1.23114885742272,431.702696206955,0.790512243929143,428.696981787567,0.398352421505984
1479327629,2033,1.264,0.038917940236517,1.22,0.039180550339267,1.22481944966073,429.631212414421,0.770261372049266,426.941479529845,0.385365816617851
1479327690,2094,1.2565,0.039793489753789,1.20805506394441,0.040069381598793,1.21643061840121,429.269104630009,0.837028107076604,426.752284092046,0.406885563615721
1479327752,2156,1.2505,0.037928651399491,1.20695523536896,0.038099761013202,1.2124002389868,428.462880273798,0.756509777884965,426.669495680116,0.424754313454375
1479327814,2218,1.2425,0.039775871320691,1.2,0.039880783665328,1.20261921633467,430.654028815951,0.967438933169257,428.308185402699,0.391025271267721
1479327876,2280,1.236,0.039739250318654,1.19314205447026,0.039839774683148,1.19616022531685,429.55503749198,0.730204510751421,427.515249567037,0.381618608234276
1479327938,2342,1.229,0.039886081122052,1.19,0.039995215058027,1.18900478494197,431.16879624597,0.746048289696945,427.411443975544,0.373393863131065
1479328000,2404,1.222,0.038779394973424,1.18,0.038881452727153,1.18311854727285,428.934496413973,0.729046068713702,427.321285765146,0.428838375683693
1479328062,2466,1.2145,0.040652518687461,1.17061321239766,0.040761067269435,1.17373893273057,428.616294256969,0.535768170290222,427.841178763586,0.417238608477703
1479328123,2527,1.209,0.039445949693009,1.17,0.039543064765914,1.16945693523409,429.752204966405,0.678690189970414,427.30589516043,0.365067127179217
1479328185,2589,1.2035,0.040844137774938,1.16,0.040951549171684,1.16254845082832,430.304047923457,0.623127890475606,427.441066133824,0.378069884877112
1479328247,2651,1.195,0.039725464562518,1.15152835398797,0.039850390750455,1.15514960924955,429.210097329516,0.822828407899792,427.205209017146,0.391947204399681
1479328309,2713,1.1885,0.038946348254444,1.15,0.039052993288591,1.14944700671141,432.328042510946,0.822994181895463,429.215123216807,0.443949730043315
1479328370,2774,1.181,0.039687242128122,1.14,0.039788766124204,1.1412112338758,431.576466815926,0.772618407131688,429.604989773793,0.429862811189486
1479328432,2836,1.1745,0.039861837688229,1.13,0.039975218478619,1.13452478152138,430.813396461559,0.750475481378369,428.796552705748,0.423478450162384
1479328495,2899,1.1685,0.040217409190012,1.13,0.040325235109718,1.12817476489028,431.592774832495,0.71408856709626,429.009007057587,0.405800962597207
1479328557,2961,1.1605,0.039110993613953,1.12,0.039211695213967,1.12128830478603,430.636863657085,0.843023520229061,427.777072857822,0.401687987084369
1479328619,3023,1.156,0.039169890745946,1.11,0.039275398136706,1.11672460186329,430.081925511658,0.77929190421623,427.591601126977,0.382954150128215
1479328681,3085,1.149,0.039322415254237,1.11,0.039436603158864,1.10956339684114,431.339143179855,0.749564761033412,427.79324468161,0.390854025981663
1479328743,3147,1.143,0.039027054619704,1.1,0.039134707806057,1.10386529219394,432.421782859066,0.70928065227079,428.515943007966,0.374194280997377
1479328805,3209,1.136,0.039958913000536,1.09,0.040085605095541,1.09591439490446,430.817182060594,0.800711838268968,428.542410857233,0.411010954210418
1479328867,3271,1.13,0.038975456297472,1.09,0.03908067862116,1.09091932137884,431.84362990209,0.797958884426904,429.823422498771,0.374512666967802
1479328929,3333,1.1235,0.039893303456003,1.08,0.039994412603324,1.08350558739668,432.391348537862,0.675705374248443,430.085178238741,0.447857936940749
1479328992,3396,1.1165,0.038130392853518,1.08,0.038241306339718,1.07825869366028,434.122195384077,0.754515466843482,430.700390008269,0.409739419021829
1479329055,3459,1.1135,0.038263327139166,1.07,0.038366369710468,1.07513363028953,432.991895779722,0.719540084446231,430.089131072776,0.352598795163048
